,Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
214,P1,27/02/2022,20:30,Porto,Gil Vicente,1,1,D,0,0,D,30,5,8,1,12,4,10,1,2,1,0,1
215,P1,28/02/2022,20:15,Sp Braga,Santa Clara,0,0,D,0,0,D,16,9,4,1,14,12,2,8,3,5,0,2
216,P1,04/03/2022,20:15,Gil Vicente,Estoril,0,0,D,0,0,D,14,10,3,1,12,21,6,2,2,1,0,0
217,P1,05/03/2022,15:30,Boavista,Sp Braga,1,1,D,0,1,A,10,8,5,5,14,17,4,1,5,3,0,0
218,P1,05/03/2022,18:00,Portimonense,Benfica,1,2,A,1,1,D,6,16,1,4,18,15,2,8,5,3,1,0
219,P1,05/03/2022,20:30,Sp Lisbon,Arouca,2,0,H,0,0,D,15,5,6,2,13,14,5,1,2,4,0,0
220,P1,06/03/2022,15:30,Moreirense,Maritimo,0,1,A,0,1,A,18,12,5,2,14,15,8,4,2,4,0,0
221,P1,06/03/2022,18:00,Pacos Ferreira,Porto,2,4,A,1,2,A,6,12,4,9,4,19,1,7,0,2,0,0
222,P1,06/03/2022,20:30,Guimaraes,Famalicao,2,1,H,1,1,D,14,7,5,3,18,15,7,2,5,2,0,0
223,P1,06/03/2022,20:30,Santa Clara,Vizela,3,1,H,0,0,D,14,6,4,2,16,15,6,1,0,2,0,0
224,P1,07/03/2022,20:15,Tondela,Belenenses,1,1,D,1,0,H,7,9,2,3,18,16,4,5,4,3,0,0
225,P1,11/03/2022,20:15,Benfica,Vizela,1,1,D,0,0,D,22,20,9,4,8,18,9,8,2,6,1,0
226,P1,12/03/2022,15:30,Estoril,Portimonense,2,0,H,1,0,H,14,17,6,4,14,11,6,10,3,3,0,0
227,P1,12/03/2022,15:30,Famalicao,Santa Clara,0,0,D,0,0,D,7,10,3,4,13,19,6,5,1,4,0,0
228,P1,12/03/2022,18:00,Arouca,Pacos Ferreira,0,1,A,0,1,A,14,11,4,4,16,14,6,9,4,5,0,0
229,P1,12/03/2022,20:30,Belenenses,Boavista,0,0,D,0,0,D,9,15,2,1,17,20,3,4,4,3,0,0
230,P1,13/03/2022,15:30,Maritimo,Guimaraes,0,1,A,0,0,D,7,22,4,6,14,23,3,3,2,3,0,0
231,P1,13/03/2022,18:00,Porto,Tondela,4,0,H,1,0,H,17,9,9,2,21,16,5,4,1,3,0,1
232,P1,13/03/2022,20:30,Sp Braga,Gil Vicente,0,1,A,0,0,D,12,12,4,2,16,9,7,2,3,3,0,0
233,P1,14/03/2022,20:15,Moreirense,Sp Lisbon,0,2,A,0,2,A,12,14,3,4,20,16,3,7,4,4,0,0
234,P1,18/03/2022,20:15,Vizela,Famalicao,1,1,D,0,1,A,22,11,7,4,11,14,7,4,0,4,0,1
235,P1,19/03/2022,15:30,Tondela,Arouca,2,2,D,2,1,H,6,12,4,5,13,16,4,3,1,3,0,0
236,P1,19/03/2022,18:00,Santa Clara,Belenenses,0,0,D,0,0,D,10,7,3,1,16,20,7,8,3,5,0,0
237,P1,19/03/2022,20:30,Guimaraes,Sp Lisbon,1,3,A,1,1,D,12,15,4,6,15,7,2,3,4,2,0,0
238,P1,20/03/2022,15:30,Gil Vicente,Maritimo,1,1,D,1,1,D,15,12,8,3,16,10,8,6,3,3,0,0
239,P1,20/03/2022,15:30,Pacos Ferreira,Moreirense,2,1,H,1,0,H,10,16,6,5,18,21,7,3,2,4,0,0
240,P1,20/03/2022,18:00,Benfica,Estoril,2,1,H,1,0,H,18,16,6,3,13,12,7,4,1,2,0,0
241,P1,20/03/2022,20:00,Portimonense,Sp Braga,1,2,A,0,2,A,13,17,7,6,10,16,7,9,1,1,0,0
242,P1,20/03/2022,20:45,Boavista,Porto,0,1,A,0,1,A,9,10,1,4,18,16,3,5,2,2,0,0
243,P1,01/04/2022,20:15,Sp Braga,Benfica,3,2,H,1,0,H,12,11,5,4,15,7,2,9,2,1,0,0
244,P1,02/04/2022,15:30,Belenenses,Portimonense,2,0,H,1,0,H,10,19,6,4,25,15,1,8,5,3,0,1
245,P1,02/04/2022,18:00,Arouca,Gil Vicente,2,1,H,0,0,D,6,13,2,5,14,12,2,12,2,5,1,1
246,P1,02/04/2022,18:00,Estoril,Vizela,1,2,A,1,1,D,11,7,3,4,12,14,7,2,2,2,0,0
247,P1,02/04/2022,20:30,Famalicao,Boavista,1,2,A,0,2,A,13,9,6,3,7,13,11,1,3,4,0,1
248,P1,03/04/2022,15:30,Maritimo,Tondela,1,3,A,1,1,D,9,14,3,6,9,15,9,4,3,2,0,0
249,P1,03/04/2022,18:00,Moreirense,Guimaraes,0,1,A,0,0,D,11,16,3,4,20,10,5,3,2,5,0,0
250,P1,03/04/2022,20:30,Sp Lisbon,Pacos Ferreira,2,0,H,1,0,H,17,1,6,0,19,14,5,2,2,4,0,0
251,P1,04/04/2022,20:15,Porto,Santa Clara,3,0,H,2,0,H,16,5,6,1,12,11,7,3,0,0,0,0
252,P1,08/04/2022,20:15,Gil Vicente,Moreirense,1,2,A,0,0,D,23,14,5,7,12,14,11,3,1,4,0,1
253,P1,09/04/2022,15:30,Pacos Ferreira,Maritimo,2,0,H,2,0,H,14,15,6,4,17,20,5,2,0,1,0,0
254,P1,09/04/2022,18:00,Benfica,Belenenses,3,1,H,1,1,D,27,8,8,2,18,18,11,6,1,7,0,0
255,P1,09/04/2022,18:00,Boavista,Arouca,1,0,H,1,0,H,14,16,5,1,17,12,3,3,4,3,0,0
256,P1,09/04/2022,20:30,Tondela,Sp Lisbon,1,3,A,0,2,A,3,17,2,9,14,13,1,9,3,2,0,0
257,P1,10/04/2022,15:30,Portimonense,Famalicao,1,0,H,1,0,H,15,7,6,2,15,15,7,2,7,4,1,0
258,P1,10/04/2022,15:30,Santa Clara,Estoril,2,0,H,1,0,H,7,14,4,4,19,17,5,1,2,1,0,0
259,P1,10/04/2022,18:00,Guimaraes,Porto,0,1,A,0,1,A,4,13,1,4,15,20,3,1,6,2,1,0
260,P1,10/04/2022,20:30,Vizela,Sp Braga,0,1,A,0,1,A,14,10,2,4,12,11,2,8,3,4,0,1
261,P1,15/04/2022,15:30,Arouca,Santa Clara,1,1,D,0,0,D,17,9,7,2,17,14,7,7,3,4,0,0
262,P1,15/04/2022,18:00,Famalicao,Gil Vicente,2,2,D,2,1,H,10,16,3,5,16,14,3,7,6,4,0,0
263,P1,15/04/2022,20:30,Guimaraes,Pacos Ferreira,4,0,H,2,0,H,18,7,8,0,14,15,2,4,0,5,0,1
264,P1,16/04/2022,15:30,Moreirense,Tondela,2,0,H,2,0,H,12,3,3,1,18,15,4,1,6,5,0,0
265,P1,16/04/2022,18:00,Belenenses,Vizela,1,0,H,1,0,H,6,15,3,3,15,14,2,7,2,2,0,0
266,P1,16/04/2022,18:00,Maritimo,Boavista,4,0,H,2,0,H,8,4,5,0,17,21,1,1,4,5,0,1
267,P1,16/04/2022,20:30,Porto,Portimonense,7,0,H,4,0,H,26,3,12,2,10,7,9,1,0,2,0,0
268,P1,17/04/2022,20:30,Sp Lisbon,Benfica,0,2,A,0,1,A,16,10,4,4,7,9,7,5,2,3,0,0
269,P1,18/04/2022,20:30,Estoril,Sp Braga,0,0,D,0,0,D,15,13,6,2,5,9,7,5,1,0,0,0
270,P1,22/04/2022,20:15,Vizela,Arouca,2,1,H,1,0,H,16,14,6,5,19,9,6,2,4,1,0,0
271,P1,23/04/2022,15:30,Portimonense,Moreirense,1,0,H,1,0,H,19,15,7,7,14,19,6,6,2,5,0,0
272,P1,23/04/2022,18:00,Benfica,Famalicao,0,0,D,0,0,D,25,4,5,0,18,10,8,5,2,4,0,0
273,P1,23/04/2022,18:00,Santa Clara,Maritimo,2,2,D,2,0,H,10,10,3,3,23,14,3,10,2,3,0,0
274,P1,23/04/2022,20:30,Gil Vicente,Pacos Ferreira,1,1,D,0,0,D,16,10,3,2,15,19,6,2,2,5,0,0
275,P1,24/04/2022,18:00,Estoril,Belenenses,2,2,D,2,0,H,6,23,2,4,18,10,2,8,7,3,3,2
276,P1,24/04/2022,20:30,Tondela,Guimaraes,1,1,D,0,0,D,11,10,5,3,15,18,4,3,2,4,0,0
277,P1,25/04/2022,18:00,Sp Braga,Porto,1,0,H,0,0,D,9,19,5,3,13,7,2,10,2,2,0,0
278,P1,25/04/2022,20:30,Boavista,Sp Lisbon,0,3,A,0,1,A,10,10,1,5,7,9,2,3,2,2,0,0
279,P1,29/04/2022,20:15,Famalicao,Estoril,3,1,H,1,0,H,25,9,7,3,18,9,7,3,3,1,0,1
280,P1,30/04/2022,15:00,Arouca,Portimonense,1,0,H,0,0,D,15,7,6,4,12,15,5,7,1,2,0,0
281,P1,30/04/2022,17:00,Maritimo,Benfica,0,1,A,0,1,A,14,15,5,4,8,24,5,6,2,4,1,0
282,P1,30/04/2022,19:00,Porto,Vizela,4,2,H,2,1,H,17,3,8,2,12,7,8,2,1,1,0,0
283,P1,30/04/2022,21:00,Belenenses,Sp Braga,0,1,A,0,0,D,9,25,1,9,7,16,2,6,3,3,2,0
284,P1,01/05/2022,15:30,Guimaraes,Santa Clara,1,1,D,1,0,H,7,3,1,1,21,11,4,3,3,5,0,0
285,P1,01/05/2022,18:00,Moreirense,Boavista,1,2,A,0,1,A,14,8,2,2,8,17,5,3,4,5,1,2
286,P1,01/05/2022,20:30,Sp Lisbon,Gil Vicente,4,1,H,2,1,H,22,3,13,1,18,15,13,2,4,2,0,0
287,P1,02/05/2022,20:15,Pacos Ferreira,Tondela,1,1,D,0,1,A,19,8,5,3,14,12,7,0,1,6,0,1
288,P1,06/05/2022,20:15,Boavista,Guimaraes,1,1,D,0,1,A,16,13,6,5,9,16,5,7,2,4,0,1
289,P1,07/05/2022,15:30,Estoril,Moreirense,1,0,H,0,0,D,6,18,2,5,17,10,2,8,6,3,1,0
290,P1,07/05/2022,18:00,Benfica,Porto,0,1,A,0,0,D,9,10,2,5,23,15,5,3,10,4,0,0
291,P1,07/05/2022,20:30,Portimonense,Sp Lisbon,2,3,A,2,1,H,5,28,3,8,7,13,1,8,2,2,0,0
292,P1,08/05/2022,15:30,Gil Vicente,Tondela,3,0,H,0,0,D,8,5,4,3,13,3,8,0,1,2,0,1
293,P1,08/05/2022,15:30,Vizela,Maritimo,1,1,D,0,0,D,11,10,3,3,12,4,2,8,4,2,0,0
294,P1,08/05/2022,18:00,Sp Braga,Arouca,1,0,H,0,0,D,12,14,2,4,12,8,4,8,0,1,0,0
295,P1,08/05/2022,19:30,Santa Clara,Pacos Ferreira,2,0,H,1,0,H,20,3,7,0,24,17,10,0,3,3,0,1
296,P1,09/05/2022,20:15,Belenenses,Famalicao,2,3,A,1,0,H,14,14,5,4,17,21,7,5,3,1,0,0
297,P1,13/05/2022,20:15,Pacos Ferreira,Benfica,0,2,A,0,2,A,12,15,4,8,11,23,6,4,1,1,0,0
298,P1,14/05/2022,15:30,Arouca,Belenenses,0,0,D,0,0,D,22,10,7,3,13,12,8,4,2,2,0,0
299,P1,14/05/2022,15:30,Moreirense,Vizela,4,1,H,3,0,H,12,6,6,2,16,10,4,7,3,3,0,1
300,P1,14/05/2022,15:30,Tondela,Boavista,2,2,D,1,0,H,11,14,8,5,13,16,4,5,1,3,0,0
301,P1,14/05/2022,18:00,Maritimo,Portimonense,0,1,A,0,0,D,11,15,6,4,16,21,4,2,3,2,0,0
302,P1,14/05/2022,18:00,Porto,Estoril,2,0,H,0,0,D,21,7,5,1,13,11,12,6,0,0,0,0
303,P1,14/05/2022,20:30,Sp Lisbon,Santa Clara,4,0,H,1,0,H,23,10,9,1,11,12,10,5,1,2,0,0
304,P1,15/05/2022,18:00,Famalicao,Sp Braga,3,2,H,1,2,A,21,11,11,6,8,11,6,4,3,3,1,1
305,P1,15/05/2022,20:30,Guimaraes,Gil Vicente,5,0,H,1,0,H,15,8,8,4,13,16,1,3,1,0,0,0
